time,temperature_C,vibration_g,current_A,system_state
0,20.397371322408986,0.7099033154879003,1.9324821725025618,normal
1,19.98938189252972,0.6386950524369153,1.9955462811794742,normal
2,20.718097501413723,0.5089445554880261,1.9407431963770216,normal
3,21.51824391752364,0.4029594833441639,1.9991538720301445,normal
4,20.212250770067193,0.6047334970420385,1.8505201200913155,normal
5,20.311857517674795,0.5590228078132624,2.0710982105453186,normal
6,21.86193128885051,0.6342789830041599,2.059721346774741,normal
7,21.31166335654351,0.5952757702522954,1.9876576785834705,normal
8,20.42101152432327,0.6574329072979003,2.144979784186301,normal
9,21.329195901997895,0.4197147182659148,2.182413075761058,normal
10,20.622612499725335,0.6976091098451489,1.9374024226019482,normal
11,20.718564312548143,0.5296399407038599,2.031279223421964,normal
12,21.382082949388497,0.8112891308937897,2.0399112677138653,normal
13,19.75477856373454,0.3966218272865648,2.031979199900255,normal
14,20.001843976810143,0.7603945704747874,2.2179210483599747,normal
15,21.02777100991392,0.5296866175193972,2.1244450477039805,normal
16,20.76256790681305,0.40228729945783276,2.126070481148329,normal
17,21.91883332678029,0.4274171248918518,1.960660579377513,normal
18,21.034951905958483,0.451947903770852,2.232934545039433,normal
19,20.724759385996677,0.5636248919602874,2.0536246320022786,normal
20,23.119610726680495,0.5784253232053249,2.1915042039475536,normal
21,21.85818122490862,0.41394499940921314,2.2210029999671264,normal
22,22.18371988908034,0.49634681116085255,2.336870811659005,normal
23,21.079941985856834,0.8213405537917795,2.077239462111825,normal
24,21.87338969808727,0.7591314755151066,1.9132556116877744,normal
25,22.485865764788908,0.5654485504511049,2.240438010434181,normal
26,21.563605827280842,0.5057005217252301,2.4087037000252374,normal
27,22.871238372942102,0.5180046990077392,2.3588927081821884,normal
28,22.175420037669372,0.5920276959095625,2.262048420635786,normal
29,22.506764684124747,0.34658111522023916,2.197735422145771,normal
30,22.34184707719166,0.46139351938649825,2.3331535551061,normal
31,24.386998350293677,0.24971238891836162,2.160348465847411,normal
32,22.97517942702161,0.5598834683907918,2.3103143428786295,normal
33,22.219415516702448,0.5970793909554112,2.317909223935093,normal
34,23.802001049774894,0.4275220306550939,2.3777697992291023,normal
35,22.244413516211637,0.736098014493505,2.5517994976672345,normal
36,23.46401423586117,0.3161351505496488,2.3188533225080445,normal
37,21.803703459036903,0.280343767968527,2.2321829443037102,normal
38,22.382058386434014,0.5336677727839958,2.2836749532986658,normal
39,23.67388608469735,0.6570647453918231,2.112159865136246,normal
40,24.177553718493943,0.7525891537186803,2.222110057300088,normal
41,23.792823773586456,0.431167360569659,2.2528430920780376,normal
42,23.630696973943703,0.6618021250146944,2.2432260792030787,normal
43,23.548329858004955,0.4942237295748939,2.31240553647776,normal
44,22.670876802200908,0.47410590500887706,2.216133027942297,normal
45,23.34075918142165,0.6325489906230009,2.4113515627136635,normal
46,23.609497083414002,0.597848431762013,2.2998102097306097,normal
47,24.883488283000705,0.26354117645236264,2.299067409775858,normal
48,24.370852473159758,0.7214810524588844,2.2670826092611596,normal
49,22.742054728169663,0.7070137031221178,2.3149326279699625,normal
50,24.466622099555316,0.4061655947735706,2.381132213792293,normal
51,23.95247428541376,0.5593705300156113,2.210786421564651,normal
52,23.770483535971927,0.5741045279424108,2.2302343257074138,normal
53,24.851118442797624,0.5391010648735861,2.263890993700954,normal
54,25.234588652421497,0.417454226923187,2.157567196916137,normal
55,25.201060895600133,0.39925649480929226,2.2077946101551005,normal
56,23.829128192304413,0.4961668893512832,2.239342533890844,normal
57,24.29579757989844,0.6759093528889046,2.371328944377497,normal
58,24.849026288981683,0.5815400231891649,2.30675616011048,normal
59,25.40346616373799,0.4444078501870841,2.296157381411163,normal
60,24.2768560395599,0.6157548065972517,2.357879024264502,normal
61,24.546969600264283,0.0727186069054887,2.2547398159024814,normal
62,23.84385201804287,0.6723148550558156,2.3029129662781576,normal
63,23.803486408688045,0.23904293318328507,2.2486406347014123,normal
64,25.440099959361486,0.44563385878953016,2.2803076638297464,normal
65,25.902782949942623,0.33204951580607844,2.1900222398766296,normal
66,24.78596740332706,0.30579777864186414,1.9986672053182342,normal
67,25.670249026790216,0.6741240181067779,2.223102346586731,normal
68,25.17863183221469,0.4298448198032163,2.3725236310052105,normal
69,24.3931718481777,0.5519755822596074,2.3163331038771755,normal
70,25.21636513434903,0.4929619131681224,2.3134655129806148,normal
71,26.173688067431375,0.5715561240834682,2.333512031259993,alerta
72,24.92863090967047,0.5115232836590383,2.211504713261489,normal
73,26.221056741709425,0.30755116637171453,2.2148853864452183,alerta
74,22.883608139416403,0.649440022917071,2.1256866702043418,normal
75,25.644996936520453,0.4259365125258031,2.147934357628482,normal
76,25.063188374468453,0.26651271520103736,2.2330090694476885,normal
77,24.758423272654703,0.43578272585511313,2.2835202471138105,normal
78,25.073117222378237,0.7251139685951467,2.140705783978339,normal
79,23.409733100812986,0.6275332613170239,2.100978275330148,normal
80,24.822130504937515,0.4477021798388211,2.1372345838764035,normal
81,25.279638774562017,0.4476113443522357,2.18833463896306,normal
82,26.17034714238908,0.4517547423173926,1.9747182117663709,alerta
83,24.565503774963766,0.8115121975341262,1.8802430021915009,normal
84,24.323421128675825,0.557290317834733,2.0454427600976133,normal
85,24.556918417394712,0.5645062470786605,1.968948897618941,normal
86,25.676770524185166,0.6545425181047764,2.0306286914839538,normal
87,25.191596781905517,0.535818373853977,2.0569967668824476,normal
88,24.48696342267446,0.46114367812689455,2.016702302984964,normal
89,25.30159698053091,0.47054752263725325,2.1974573297898035,normal
90,24.94690019386941,0.4892598110878904,2.075010478878192,normal
91,25.620461636828594,0.4944166645235238,2.0624618288069825,normal
92,24.25827250566036,0.609144431545547,2.0846774850208183,normal
93,24.53022669811636,0.5077918828710949,1.8985908869519104,normal
94,24.44919444885225,0.6098960115823369,2.106388946648018,normal
95,23.56068847993138,0.48789251298371267,1.9849021556079032,normal
96,24.935123590078287,0.5117952785474136,2.0495358186958472,normal
97,24.871919287854915,0.20026989732018385,1.8653306626241921,normal
98,24.63014836925481,0.6374491512053722,1.807199672804624,normal
99,24.39952006970893,0.5519732713846989,2.0344652575595283,normal
100,23.41419054048808,0.6497015164789478,1.980470563747106,normal
101,24.167449699400848,0.06556169327094663,1.8428412918547148,normal
102,24.185471641545483,0.8132562057171091,1.8363713612644812,normal
103,23.771714938702576,0.47906155577672394,2.026257542415476,normal
104,24.236636328204778,0.6662274225106275,1.7852451336547401,normal
105,24.639287518695998,0.3440141109311704,2.05903232701871,normal
106,25.773651128732805,0.5919160857593855,1.7953985838962898,normal
107,24.351314408448697,0.34198766552395155,1.9401227297426964,normal
108,24.362957616471625,0.4064346558956292,1.8343820194366458,normal
109,24.04096300549394,0.7871047030800179,1.918670433106364,normal
110,22.50746504685872,0.471397639885498,1.7952054852120773,normal
111,23.96161626082106,0.5326149309769584,1.8247698671202226,normal
112,23.969763793374923,0.6305101596033131,1.8367499432655876,normal
113,25.82935700008886,0.5743522831958907,1.7242340664577875,normal
114,23.64051476907971,0.5225628357715365,1.890525067259197,normal
115,23.969763934750492,0.5547441503699339,1.757315030497786,normal
116,23.633387804387063,0.8605123377857413,1.7781827565883233,normal
117,22.657381535250007,0.4913571804449622,1.6942352147839568,normal
118,24.436312080462898,0.5301648570072451,1.5302934246475899,normal
119,24.0519213439341,0.6575981594011417,1.7605178230429361,normal
120,24.01014146039019,0.6658288899436976,2.014220793568913,normal
121,22.575396042560214,0.678054545834057,1.8450105764432916,normal
122,24.34941044042073,0.5958095333043777,1.7584743706341623,normal
123,22.028672299745637,0.3285492630904275,1.7282277837598503,normal
124,23.541356964068772,0.7450147298451644,1.751152647817447,normal
125,24.744725221167766,0.32804819104719685,1.798286129345869,normal
126,22.119224187515858,0.545395319785855,1.6204459867450391,normal
127,22.376742968561295,0.38685862249709635,1.845202986548367,normal
128,22.826498274205747,0.4903792480110511,1.800848280245584,normal
129,22.259894014485145,0.549314361545522,1.796968791545957,normal
130,21.336976114254412,0.548203582317541,1.7651432234997442,normal
131,22.546158591904014,0.5632881131352927,1.7197123888599768,normal
132,21.554270103962356,0.7420566903587971,1.781805501429827,normal
133,22.694830269159873,0.5680301452270969,1.7707866172718003,normal
134,21.491333835322312,0.4633765047064027,1.673607367861266,normal
135,23.37684692518318,0.6446130752432536,1.6493807874107809,normal
136,21.419468214491097,0.6784205733386961,1.7149819331747618,normal
137,21.69677468152772,0.3158588277294512,1.8580816314836057,normal
138,22.512808971021013,0.5896100104774787,1.5779819913445707,normal
139,20.784130273358553,0.6051759113466347,1.554184454576795,normal
140,21.85690869846283,0.45536547449600123,1.7167896089942734,normal
141,22.62610402451121,0.7063560219967429,1.7051117929163715,normal
142,20.19922016888518,0.477491661945121,1.717399963919794,normal
143,21.537136715908776,0.5188364680207314,1.7248371213943208,normal
144,21.501002983704293,0.4740392263574196,1.6788303918857674,normal
145,21.82170494349176,0.5023368571372201,1.8511778010801623,normal
146,20.10935749242312,0.3355587369657197,1.5434727669862716,normal
147,19.94478463314143,0.2839923676108559,1.6224145137346757,normal
148,21.320534591964684,0.7391757594837458,1.6969672454592923,normal
149,21.042039313423828,0.37295579775225085,1.545327545816948,normal
150,20.90599432057604,0.35129114758155394,1.6947372771578513,normal
151,20.88362484275073,0.17699148295944278,1.8814656366721094,normal
152,19.963070154320217,0.40415573784657466,1.720719454784364,normal
153,20.59331371653015,0.30153653098887523,1.7453256858735486,normal
154,20.542226565788514,0.7463022740204553,1.6001724844519751,normal
155,19.636422177745356,0.6514725634013951,1.6687903921518332,normal
156,21.600574487546286,0.39677744822334143,1.6974439652515605,normal
157,20.387029601311863,0.8378653708016464,1.7080236215556344,normal
158,18.95492566757261,0.6472648230487391,1.8730801284307361,normal
159,20.333253364380887,0.4512752924737066,1.8060888734053422,normal
160,18.928383946680242,0.12508914276896405,1.6448553868360227,normal
161,20.238032515639635,0.8436413858886113,1.7866041602651825,normal
162,20.435633494480378,0.2915641299854606,1.8179928285828824,normal
163,18.752799865859544,0.25319018795646625,1.888660093209198,normal
164,20.080871567039324,0.653385564801446,1.9394241646880315,normal
165,19.54149627083296,0.8659628609508909,1.6868284831460956,normal
166,19.770336003791293,0.7076409227765778,1.7144551158389307,normal
167,20.53189352144981,0.5845863680078539,1.677213201479963,normal
168,18.720314105260805,0.5892131512497929,1.7872180227276053,normal
169,18.216234465029522,0.6280123338170461,1.8651152700796236,normal
170,18.010682946165428,0.6138392884680147,1.9252739791356175,normal
171,17.97322842041203,0.5421787135954064,1.8271992348564565,normal
172,18.46832707039088,0.5156301655927814,1.8112469394909205,normal
173,18.707649784338464,0.4906110308150716,1.8670190165182383,normal
174,18.561426698360346,0.38690531166999853,1.7771050560128705,normal
175,18.907830460780723,0.4578987384699839,2.0785042002819543,normal
176,18.16319672077994,0.24605647787069218,1.717860137996899,normal
177,19.223072672017203,0.4852490559807875,1.9063110584405016,normal
178,17.75674602268755,0.3517113339273624,2.099532996332085,normal
179,20.05364548585378,0.33446160241763434,1.9073019750620535,normal
180,18.28793166173774,0.5269841226730217,1.8971714470401728,normal
181,17.01244438072198,0.7088003429516899,1.890077298069332,normal
182,16.753149770874398,0.6377474909003469,1.9175115745303595,normal
183,17.908491067610324,0.26442490945652347,2.0826360961860244,normal
184,17.2573832349607,0.3515557795144494,1.7340262788098577,normal
185,17.922019690731208,0.6411156781982323,2.1184668206115638,normal
186,17.6451348643124,0.3526268909692536,1.8326774639097365,normal
187,17.12510044937265,0.46630502750044633,1.9583853688073425,normal
188,16.423874036901562,0.5825078148536827,1.9521201911815254,normal
189,15.808536101212487,0.35474833177045473,2.0638994971223767,normal
190,16.58349858363279,0.515806325921894,1.8552256677762773,normal
191,17.547349920062313,0.29989617576226935,2.0712325949359713,normal
192,16.95628128503462,0.40979485340731797,2.2373957237838336,normal
193,15.712476626505884,0.5479672901213806,1.9085579479853518,normal
194,16.772990078963137,0.26105093997024964,2.0737066953135197,normal
195,16.8694231078632,0.5660712106940599,1.9983377786466838,normal
196,15.782182607385067,0.4970543301609978,2.1168529348960767,normal
197,16.541752239136567,0.5828734931625722,2.085824701715204,normal
198,16.3962751705603,0.5335871201096992,2.0293137181495826,normal
199,15.367728067014127,0.7046210644960766,2.1516982851154527,normal
200,16.502217411738982,0.5187836753971861,2.2926801801500405,normal
201,16.60001191727447,0.43558916883121207,2.1023645970122495,normal
202,16.954761458406956,0.5183446254548426,2.2025054399347774,normal
203,16.86986289284094,0.5814947043554581,2.010131999956612,normal
204,14.864775762718125,0.5073290105488556,2.052590367659781,normal
205,15.15835441274585,0.5060887536805824,2.204084653526942,normal
206,16.263982345710073,0.3947012468289867,2.313691393985731,normal
207,16.207981742978795,0.4005648623673578,2.209093264195026,normal
208,16.155671144366966,0.28960920923004596,2.150285469046092,normal
209,18.774200690970076,0.7624365114780409,2.1893780060241186,normal
210,16.098833546486592,0.3134205146913073,2.072055206218665,normal
211,16.502422383002852,0.3960642203306139,2.264975651128734,normal
212,16.31078236788462,0.39223891016462037,2.2999583356233475,normal
213,16.02408595261875,0.6342386565416662,2.1734816787544546,normal
214,15.207948301205697,0.45575754825619585,2.1784092127267383,normal
215,16.02634569264734,0.68716131090106,2.25847352975875,normal
216,14.761749034754004,0.39897640636341974,2.1944283855506868,normal
217,15.15324114584178,0.5418491243335702,2.2374372185937625,normal
218,14.918954877311178,0.3746979420110364,2.459701637781677,normal
219,15.339171750568742,0.8217723691660082,2.23042841611397,normal
220,17.093716483891228,0.3218602371455731,2.2244150456835197,normal
221,13.718397808680244,0.5464731065340541,2.200323816169595,normal
222,15.733353499433026,0.5950665321398148,2.344031625893482,normal
223,13.868234232214743,0.5620698646177247,2.255724901803661,normal
224,14.756859591242582,0.47220685116834377,2.2128406590488328,normal
225,15.983509889248408,0.4805268950399861,2.413530396259723,normal
226,15.143672749818792,0.5065717207968664,2.426669685925851,normal
227,14.211915270137258,0.4779496997557267,2.2276601068710487,normal
228,14.485700772896374,0.6445818675192364,2.103721906473384,normal
